Bigram Language Model Smoothing Results
=====================================

Formulas:
1. Add-One: P(w2|w1) = (count(w1,w2) + 1) / (count(w1) + V)
2. Add-K: P(w2|w1) = (count(w1,w2) + 0.3) / (count(w1) + 0.3*V)
3. Token Type: P(w2|w1) = (count(w1,w2) + V) / (count(w1) + V²)

Bigram	Count	ContextCount	AddOne	AddK	TokenType
('ভাই', '-')	1	4	0.000246	0.000533	0.000123
('-', 'বোন')	1	224	0.000240	0.000489	0.000123
('বোন', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'স্বজনদের')	1	197	0.000241	0.000494	0.000123
('স্বজনদের', 'ফিরে')	1	1	0.000246	0.000534	0.000123
('ফিরে', 'পেয়ে')	1	12	0.000246	0.000531	0.000123
('পেয়ে', 'আমি')	1	9	0.000246	0.000532	0.000123
('এখন', 'ভীষণ')	1	31	0.000246	0.000527	0.000123
('ভীষণ', 'খুশি')	1	3	0.000246	0.000533	0.000123
('খুশি', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', '–')	1	0	0.000246	0.000534	0.000123
('তাহলে', 'এবার')	1	13	0.000246	0.000531	0.000123
('এবার', 'আনুষ্ঠানিকতা')	1	20	0.000246	0.000530	0.000123
('আনুষ্ঠানিকতা', 'শুরু')	1	1	0.000246	0.000534	0.000123
('শুরু', 'করা')	1	41	0.000245	0.000525	0.000123
('করা', 'যাক')	1	112	0.000243	0.000511	0.000123
('যাক', '…')	1	2	0.000246	0.000534	0.000123
('<s>', 'আম্মা')	1	0	0.000246	0.000534	0.000123
('আম্মা', 'আপনি')	1	1	0.000246	0.000534	0.000123
('আপনি', 'শুরু')	1	8	0.000246	0.000532	0.000123
('<s>', 'প্রতিদিন')	1	0	0.000246	0.000534	0.000123
('প্রতিদিন', 'কলকাতায়')	1	2	0.000246	0.000534	0.000123
('কলকাতায়', 'একটু')	1	1	0.000246	0.000534	0.000123
('একটু', 'একটু')	1	10	0.000246	0.000532	0.000123
('একটু', 'করে')	1	10	0.000246	0.000532	0.000123
('করে', 'পারদ')	1	192	0.000241	0.000495	0.000123
('পারদ', 'নামছে')	1	2	0.000246	0.000534	0.000123
('নামছে', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'এদিন')	2	0	0.000370	0.000945	0.000123
('এদিন', 'সর্বনিম্ন')	1	4	0.000246	0.000533	0.000123
('সর্বনিম্ন', 'তাপমাত্রা')	1	2	0.000246	0.000534	0.000123
('তাপমাত্রা', 'ছিল')	1	3	0.000246	0.000533	0.000123
('ছিল', '১৩')	1	47	0.000245	0.000524	0.000123
('১৩', 'ডিগ্রি')	1	9	0.000246	0.000532	0.000123
('ডিগ্রি', 'সেলসিয়াস')	2	4	0.000370	0.000943	0.000123
('সেলসিয়াস', '</s>')	2	2	0.000370	0.000944	0.000123
('যা', 'স্বাভাবিকের')	2	18	0.000369	0.000938	0.000123
('স্বাভাবিকের', 'তুলনায়')	1	2	0.000246	0.000534	0.000123
('তুলনায়', '২')	1	3	0.000246	0.000533	0.000123
('২', 'ডিগ্রি')	2	21	0.000369	0.000937	0.000123
('ডিগ্রি', 'কম')	2	4	0.000370	0.000943	0.000123
('<s>', 'সকালের')	1	0	0.000246	0.000534	0.000123
('সকালের', 'দিকে')	1	1	0.000246	0.000534	0.000123
('দিকে', 'কলকাতা')	1	26	0.000246	0.000528	0.000123
('কলকাতা', '-')	1	4	0.000246	0.000533	0.000123
('সহ', 'আশপাশের')	1	20	0.000246	0.000530	0.000123
('আশপাশের', 'অঞ্চলে')	1	1	0.000246	0.000534	0.000123
('অঞ্চলে', 'কুয়াশার')	1	3	0.000246	0.000533	0.000123
('কুয়াশার', 'দেখা')	1	1	0.000246	0.000534	0.000123
('দেখা', 'মিললেও')	1	29	0.000246	0.000528	0.000123
('মিললেও', 'রোদ্দুর')	1	1	0.000246	0.000534	0.000123
('রোদ্দুর', 'ওঠার')	1	1	0.000246	0.000534	0.000123
('ওঠার', 'সঙ্গে')	1	1	0.000246	0.000534	0.000123
('সঙ্গে', 'সঙ্গে')	1	54	0.000245	0.000522	0.000123
('সঙ্গে', 'সেসব')	1	54	0.000245	0.000522	0.000123
('সেসব', 'কেটেছে')	1	2	0.000246	0.000534	0.000123
('কেটেছে', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'সূর্যের')	1	0	0.000246	0.000534	0.000123
('সূর্যের', 'তেজ')	1	1	0.000246	0.000534	0.000123
('তেজ', 'যত')	1	1	0.000246	0.000534	0.000123
('যত', 'বাড়ছে')	1	2	0.000246	0.000534	0.000123
('বাড়ছে', 'পাল্লা')	1	2	0.000246	0.000534	0.000123
('পাল্লা', 'দিয়ে')	1	1	0.000246	0.000534	0.000123
('দিয়ে', 'বাড়ছে')	1	42	0.000245	0.000525	0.000123
('বাড়ছে', 'শীতও')	1	2	0.000246	0.000534	0.000123
('শীতও', '</s>')	1	1	0.000246	0.000534	0.000123
('আগামী', '৩০')	1	12	0.000246	0.000531	0.000123
('জানুয়ারি', 'থেকে')	1	5	0.000246	0.000533	0.000123
('থেকে', 'রেকর্ড')	1	171	0.000241	0.000499	0.000123
('রেকর্ড', 'হারে')	1	2	0.000246	0.000534	0.000123
('হারে', 'পারদ')	1	3	0.000246	0.000533	0.000123
('পারদ', 'পতনের')	1	2	0.000246	0.000534	0.000123
('পতনের', 'সম্ভাবনা')	1	1	0.000246	0.000534	0.000123
('বলে', 'খবর')	1	54	0.000245	0.000522	0.000123
('খবর', '</s>')	1	14	0.000246	0.000531	0.000123
('করে', 'একটা')	1	192	0.000241	0.000495	0.000123
('একটা', 'জিনিস')	1	21	0.000246	0.000529	0.000123
('জিনিস', 'স্পষ্ট')	1	2	0.000246	0.000534	0.000123
('স্পষ্ট', ',')	1	5	0.000246	0.000533	0.000123
(',', 'জানুয়ারির')	1	779	0.000225	0.000405	0.000123
('জানুয়ারির', 'শেষে')	1	2	0.000246	0.000534	0.000123
('শেষে', 'মাঘের')	1	6	0.000246	0.000533	0.000123
('মাঘের', 'খেল')	1	1	0.000246	0.000534	0.000123
('খেল', 'দেখবে')	1	1	0.000246	0.000534	0.000123
('দেখবে', 'বঙ্গবাসী')	1	2	0.000246	0.000534	0.000123
('বঙ্গবাসী', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'আলিপুর')	1	0	0.000246	0.000534	0.000123
('আলিপুর', 'হাওয়া')	1	1	0.000246	0.000534	0.000123
('হাওয়া', 'অফিসের')	1	1	0.000246	0.000534	0.000123
('অফিসের', 'খবর')	1	2	0.000246	0.000534	0.000123
('খবর', 'বলছে')	1	14	0.000246	0.000531	0.000123
('বৃহস্পতিবার', 'কলকাতার')	1	6	0.000246	0.000533	0.000123
('কলকাতার', 'সর্বোচ্চ')	1	2	0.000246	0.000534	0.000123
('সর্বোচ্চ', 'তাপমাত্রা')	1	8	0.000246	0.000532	0.000123
('তাপমাত্রা', 'থাকবে')	1	3	0.000246	0.000533	0.000123
('থাকবে', '২৪')	1	11	0.000246	0.000532	0.000123
('২৪', 'ডিগ্রি')	1	9	0.000246	0.000532	0.000123
('স্বাভাবিকের', 'থেকে')	1	2	0.000246	0.000534	0.000123
('থেকে', '২')	1	171	0.000241	0.000499	0.000123
('বুধবার', 'রাতে')	1	6	0.000246	0.000533	0.000123
('রাতে', 'তা')	1	5	0.000246	0.000533	0.000123
('তা', 'আরও')	1	37	0.000245	0.000526	0.000123
('আরও', 'কমে')	1	22	0.000246	0.000529	0.000123
('কমে', 'দাঁড়িয়েছিল')	1	4	0.000246	0.000533	0.000123
('দাঁড়িয়েছিল', '২৩')	1	1	0.000246	0.000534	0.000123
('২৩', '</s>')	2	12	0.000369	0.000940	0.000123
('২', 'ডিগ্রিতে')	1	21	0.000246	0.000529	0.000123
('ডিগ্রিতে', '</s>')	1	1	0.000246	0.000534	0.000123
('এদিন', 'বাতাসে')	1	4	0.000246	0.000533	0.000123
('বাতাসে', 'আর্দ্রতার')	1	1	0.000246	0.000534	0.000123
('আর্দ্রতার', 'পরিমাণ')	1	1	0.000246	0.000534	0.000123
('পরিমাণ', 'থাকবে')	1	7	0.000246	0.000533	0.000123
('থাকবে', 'সর্বোচ্চ')	1	11	0.000246	0.000532	0.000123
('সর্বোচ্চ', '৯৪')	1	8	0.000246	0.000532	0.000123
('৯৪', '%')	1	2	0.000246	0.000534	0.000123
(':', '০৩')	2	115	0.000365	0.000902	0.000123
('০৩', 'জুন')	2	2	0.000370	0.000944	0.000123
('জুন', '২০২১')	2	6	0.000369	0.000943	0.000123
(',', '০৪')	1	779	0.000225	0.000405	0.000123
('০৪', ':')	1	2	0.000246	0.000534	0.000123
('১০', 'আপডেট')	1	24	0.000246	0.000529	0.000123
(',', '১৩')	1	779	0.000225	0.000405	0.000123
('১৩', ':')	1	9	0.000246	0.000532	0.000123
(':', '২৩')	1	115	0.000243	0.000510	0.000123
('<s>', 'ঈদুল')	1	0	0.000246	0.000534	0.000123
('ঈদুল', 'আজহা')	1	1	0.000246	0.000534	0.000123
('আজহা', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'চলমান')	1	197	0.000241	0.000494	0.000123
('চলমান', 'বন্যা')	1	3	0.000246	0.000533	0.000123
('বন্যা', 'পরিস্থিতিতে')	1	1	0.000246	0.000534	0.000123
('পরিস্থিতিতে', 'দেশে')	1	2	0.000246	0.000534	0.000123
('দেশে', 'করোনা')	1	14	0.000246	0.000531	0.000123
('ভাইরাসের', 'সংক্রমণের')	1	3	0.000246	0.000533	0.000123
('সংক্রমণের', 'হার')	1	1	0.000246	0.000534	0.000123
('হার', 'আরো')	1	6	0.000246	0.000533	0.000123
('আরো', 'বাড়তে')	1	12	0.000246	0.000531	0.000123
('বলে', 'আশঙ্কা')	1	54	0.000245	0.000522	0.000123
('আশঙ্কা', 'প্রকাশ')	1	4	0.000246	0.000533	0.000123
('প্রকাশ', 'করেছেন')	2	12	0.000369	0.000940	0.000123
('করেছেন', 'স্বাস্থ্যমন্ত্রী')	1	31	0.000246	0.000527	0.000123
('স্বাস্থ্যমন্ত্রী', 'জাহিদ')	1	2	0.000246	0.000534	0.000123
('জাহিদ', 'মালেক')	1	4	0.000246	0.000533	0.000123
('মালেক', '</s>')	1	2	0.000246	0.000534	0.000123
('গতকাল', '</s>')	1	9	0.000246	0.000532	0.000123
('<s>', 'রিটে')	1	0	0.000246	0.000534	0.000123
('রিটে', 'জামালপুর')	1	1	0.000246	0.000534	0.000123
('জামালপুর', '-')	1	1	0.000246	0.000534	0.000123
('৪', 'আসনের')	1	18	0.000246	0.000530	0.000123
('আসনের', 'এমপি')	1	2	0.000246	0.000534	0.000123
('এমপি', 'মুরাদ')	1	7	0.000246	0.000533	0.000123
('মুরাদ', 'হাসানে')	1	1	0.000246	0.000534	0.000123
('হাসানে', 'কর্মকাণ্ডের')	1	1	0.000246	0.000534	0.000123
('কর্মকাণ্ডের', 'বিচার')	1	2	0.000246	0.000534	0.000123
('বিচার', 'বিভাগীয়')	1	3	0.000246	0.000533	0.000123
('বিভাগীয়', 'তদন্তও')	1	2	0.000246	0.000534	0.000123
('তদন্তও', 'চাওয়া')	1	1	0.000246	0.000534	0.000123
('চাওয়া', 'হয়েছে')	2	2	0.000370	0.000944	0.000123
('<s>', 'সাত')	1	0	0.000246	0.000534	0.000123
('সাত', 'দফার')	1	2	0.000246	0.000534	0.000123
('দফার', 'লোকসভা')	1	4	0.000246	0.000533	0.000123
('লোকসভা', 'লোকসভা')	1	4	0.000246	0.000533	0.000123
('নির্বাচনে', 'রোববার')	1	6	0.000246	0.000533	0.000123
('রোববার', 'ষষ্ঠ')	1	4	0.000246	0.000533	0.000123
('ষষ্ঠ', 'দফায়')	1	1	0.000246	0.000534	0.000123
('দফায়', 'ভোট')	1	2	0.000246	0.000534	0.000123
('ভোট', 'দিয়েছে')	1	5	0.000246	0.000533	0.000123
('দিয়েছে', 'ভারতের')	1	10	0.000246	0.000532	0.000123
('ভারতের', 'জনগণ')	1	15	0.000246	0.000531	0.000123
('জনগণ', '</s>')	1	1	0.000246	0.000534	0.000123
('আগামী', '১৯')	1	12	0.000246	0.000531	0.000123
('১৯', 'মে')	1	12	0.000246	0.000531	0.000123
('মে', 'শেষ')	1	8	0.000246	0.000532	0.000123
('শেষ', 'দফার')	1	24	0.000246	0.000529	0.000123
('দফার', 'ভোট')	1	4	0.000246	0.000533	0.000123
('ভোট', 'হওয়ার')	1	5	0.000246	0.000533	0.000123
('পর', '২৩')	1	33	0.000245	0.000527	0.000123
('মে', 'ফলাফল')	1	8	0.000246	0.000532	0.000123
('ফলাফল', 'প্রকাশ')	1	2	0.000246	0.000534	0.000123
('প্রকাশ', 'করা')	1	12	0.000246	0.000531	0.000123
('হবে', 'বিশ্বের')	1	90	0.000244	0.000515	0.000123
('বিশ্বের', 'বৃহত্তম')	1	10	0.000246	0.000532	0.000123
('বৃহত্তম', 'গণতান্ত্রিক')	1	4	0.000246	0.000533	0.000123
('গণতান্ত্রিক', 'নির্বাচন')	1	2	0.000246	0.000534	0.000123
('নির্বাচন', 'প্রক্রিয়ার')	1	11	0.000246	0.000532	0.000123
('প্রক্রিয়ার', 'দেশটিতে')	1	1	0.000246	0.000534	0.000123
('দেশটিতে', '</s>')	1	2	0.000246	0.000534	0.000123
('তার', 'আগে')	1	89	0.000244	0.000515	0.000123
('আগে', 'এমন')	1	33	0.000245	0.000527	0.000123
('এমন', 'বিস্ফোরক')	1	29	0.000246	0.000528	0.000123
('বিস্ফোরক', 'মন্তব্য')	1	1	0.000246	0.000534	0.000123
('করলেন', 'ওই')	1	10	0.000246	0.000532	0.000123
('ওই', 'বিজেপি')	1	27	0.000246	0.000528	0.000123
('বিজেপি', 'নেতা')	1	9	0.000246	0.000532	0.000123
('মোদির', 'নেতৃত্বে')	1	3	0.000246	0.000533	0.000123
('নেতৃত্বে', 'ভারতের')	1	5	0.000246	0.000533	0.000123
('ভারতের', 'কট্টর')	1	15	0.000246	0.000531	0.000123
('কট্টর', 'হিন্দুত্ববাদী')	1	1	0.000246	0.000534	0.000123
('হিন্দুত্ববাদী', 'দল')	1	1	0.000246	0.000534	0.000123
('দল', 'বিজেপি')	1	19	0.000246	0.000530	0.000123
('বিজেপি', 'ফের')	1	9	0.000246	0.000532	0.000123
('ফের', 'ক্ষমতায়')	1	5	0.000246	0.000533	0.000123
('ক্ষমতায়', 'আসতে')	1	2	0.000246	0.000534	0.000123
('আসতে', 'দেশটির')	1	8	0.000246	0.000532	0.000123
('দেশটির', 'বিমানবাহিনীর')	1	6	0.000246	0.000533	0.000123
('বিমানবাহিনীর', 'পাকিস্তানে')	1	1	0.000246	0.000534	0.000123
('পাকিস্তানে', 'ঢুকে')	1	1	0.000246	0.000534	0.000123
('ঢুকে', 'হামলার')	1	1	0.000246	0.000534	0.000123
('হামলার', 'কৃতিত্ব')	1	4	0.000246	0.000533	0.000123
('কৃতিত্ব', 'নিচ্ছেন')	1	1	0.000246	0.000534	0.000123
('নিচ্ছেন', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'ঠিক')	1	0	0.000246	0.000534	0.000123
('ঠিক', 'এই')	1	9	0.000246	0.000532	0.000123
('এই', 'সময়ে')	1	162	0.000242	0.000501	0.000123
('সময়ে', 'জিন্নাহকে')	1	10	0.000246	0.000532	0.000123
('জিন্নাহকে', 'নিয়ে')	1	1	0.000246	0.000534	0.000123
('নিয়ে', 'এমন')	1	70	0.000244	0.000519	0.000123
('এমন', 'মন্তব্য')	1	29	0.000246	0.000528	0.000123
('মন্তব্য', 'মোদির')	1	7	0.000246	0.000533	0.000123
('মোদির', 'ভারতের')	1	3	0.000246	0.000533	0.000123
('ভারতের', 'রাজনৈতিক')	1	15	0.000246	0.000531	0.000123
('রাজনৈতিক', 'অঙ্গনে')	1	5	0.000246	0.000533	0.000123
('অঙ্গনে', 'সমালোচনার')	1	1	0.000246	0.000534	0.000123
('সমালোচনার', 'জন্ম')	1	2	0.000246	0.000534	0.000123
('জন্ম', 'দেবে')	1	12	0.000246	0.000531	0.000123
('<s>', 'জেলেদের')	1	0	0.000246	0.000534	0.000123
('জেলেদের', 'জালে')	2	2	0.000370	0.000944	0.000123
('জালে', 'ঝাঁকে')	1	2	0.000246	0.000534	0.000123
('ঝাঁকে', 'ঝাঁকে')	3	6	0.000493	0.001352	0.000123
('ঝাঁকে', 'ইলিশ')	3	6	0.000493	0.001352	0.000123
('ইলিশ', ',')	1	8	0.000246	0.000532	0.000123
(',', 'মৎস্যঘাটে')	1	779	0.000225	0.000405	0.000123
('মৎস্যঘাটে', 'উৎসবের')	1	1	0.000246	0.000534	0.000123
('উৎসবের', 'আমেজ')	2	2	0.000370	0.000944	0.000123
('আমেজ', '-')	1	2	0.000246	0.000534	0.000123
('-', 'C')	2	224	0.000360	0.000865	0.000123
('C', 'o')	6	14	0.000861	0.002573	0.000123
('o', 'x')	2	42	0.000368	0.000929	0.000123
('x', 's')	2	2	0.000370	0.000944	0.000123
('s', 'b')	2	28	0.000368	0.000934	0.000123
('b', 'a')	2	7	0.000369	0.000942	0.000123
('z', 'a')	2	6	0.000369	0.000943	0.000123
('r', 'N')	2	22	0.000369	0.000936	0.000123
('E', 'W')	2	10	0.000369	0.000941	0.000123
('W', 'S')	2	2	0.000370	0.000944	0.000123
('S', '</s>')	2	11	0.000369	0.000941	0.000123
('<s>', 'C')	2	0	0.000370	0.000945	0.000123
('m', '-')	1	19	0.000246	0.000530	0.000123
('C', 'B')	2	14	0.000369	0.000939	0.000123
('B', 'N')	2	14	0.000369	0.000939	0.000123
('m', '–')	1	19	0.000246	0.000530	0.000123
('–', 'C')	1	11	0.000246	0.000532	0.000123
('N', 'কক্সবাজারে')	1	9	0.000246	0.000532	0.000123
('কক্সবাজারে', 'জেলেদের')	1	3	0.000246	0.000533	0.000123
('জালে', 'ধরা')	1	2	0.000246	0.000534	0.000123
('ধরা', 'পড়ছে')	3	10	0.000492	0.001350	0.000123
('পড়ছে', 'ঝাঁকে')	2	3	0.000370	0.000944	0.000123
('ইলিশ', 'কক্সবাজারের')	1	8	0.000246	0.000532	0.000123
('কক্সবাজারের', 'মৎস্যঘাট')	1	2	0.000246	0.000534	0.000123
('মৎস্যঘাট', 'গুলোতে')	1	1	0.000246	0.000534	0.000123
('গুলোতে', 'উৎসবের')	1	3	0.000246	0.000533	0.000123
('আমেজ', 'বিরাজ')	1	2	0.000246	0.000534	0.000123
('বিরাজ', 'করছে')	1	2	0.000246	0.000534	0.000123
('<s>', '৬৫')	1	0	0.000246	0.000534	0.000123
('৬৫', 'দিনের')	2	5	0.000370	0.000943	0.000123
('দিনের', 'নিষেধাজ্ঞা')	2	12	0.000369	0.000940	0.000123
('নিষেধাজ্ঞা', 'শেষে')	1	5	0.000246	0.000533	0.000123
('শেষে', 'সাগরে')	1	6	0.000246	0.000533	0.000123
('সাগরে', 'মৎস্য')	2	7	0.000369	0.000942	0.000123
('মৎস্য', 'শিকারে')	4	15	0.000615	0.001756	0.000123
('শিকারে', 'যাওয়া')	1	4	0.000246	0.000533	0.000123
('যাওয়া', 'ফিশিং')	1	12	0.000246	0.000531	0.000123
('ফিশিং', 'ট্রলারগুলো')	2	6	0.000369	0.000943	0.000123
('ট্রলারগুলো', 'ইলিশ')	1	4	0.000246	0.000533	0.000123
('ইলিশ', 'বোঝাই')	1	8	0.000246	0.000532	0.000123
('বোঝাই', 'করে')	1	1	0.000246	0.000534	0.000123
('করে', 'কূলে')	1	192	0.000241	0.000495	0.000123
('কূলে', 'ফিরতে')	1	1	0.000246	0.000534	0.000123
('ফিরতে', 'শুরু')	3	3	0.000493	0.001354	0.000123
('শুরু', 'করেছে')	2	41	0.000368	0.000929	0.000123
('শুধু', 'মাত্র')	1	13	0.000246	0.000531	0.000123
('মাত্র', 'কক্সবাজার')	1	12	0.000246	0.000531	0.000123
('কক্সবাজার', 'শহরের')	1	6	0.000246	0.000533	0.000123
('শহরের', 'নুনিয়াছড়াস্থ')	1	6	0.000246	0.000533	0.000123
('নুনিয়াছড়াস্থ', 'মৎস্য')	1	1	0.000246	0.000534	0.000123
('মৎস্য', 'অবতরণ')	5	15	0.000738	0.002164	0.000123
('অবতরণ', 'কেন্দ্রেই')	1	7	0.000246	0.000533	0.000123
('কেন্দ্রেই', '(')	1	1	0.000246	0.000534	0.000123
('(', 'ফিশারীঘাট')	1	95	0.000244	0.000514	0.000123
('ফিশারীঘাট', ')')	1	1	0.000246	0.000534	0.000123
(')', 'গত')	1	94	0.000244	0.000514	0.000123
('গত', '৩')	1	34	0.000245	0.000527	0.000123
('৩', 'দিনে')	1	23	0.000246	0.000529	0.000123
('দিনে', 'প্রায়')	1	7	0.000246	0.000533	0.000123
('প্রায়', '২০')	1	25	0.000246	0.000529	0.000123
('২০', 'মেট্রিক')	1	14	0.000246	0.000531	0.000123
('মেট্রিক', 'টন')	1	2	0.000246	0.000534	0.000123
('টন', 'মাছ')	1	1	0.000246	0.000534	0.000123
('মাছ', 'অবতরণ')	1	9	0.000246	0.000532	0.000123
('অবতরণ', 'হয়েছে')	1	7	0.000246	0.000533	0.000123
('হয়েছে', 'এর')	1	93	0.000244	0.000514	0.000123
('মধ্যে', 'ইলিশের')	1	47	0.000245	0.000524	0.000123
('ইলিশের', 'পরিমান')	1	1	0.000246	0.000534	0.000123
('পরিমান', 'প্রায়')	1	3	0.000246	0.000533	0.000123
('১০', 'মেট্রিক')	1	24	0.000246	0.000529	0.000123
('মেট্রিক', 'টনের')	1	2	0.000246	0.000534	0.000123
('টনের', 'মতো')	1	1	0.000246	0.000534	0.000123
('মতো', '</s>')	1	18	0.000246	0.000530	0.000123
('সকালে', 'সরেজমিনে')	1	6	0.000246	0.000533	0.000123
('সরেজমিনে', 'মৎস্য')	1	1	0.000246	0.000534	0.000123
('অবতরণ', 'কেন্দ্রে')	2	7	0.000369	0.000942	0.000123
('কেন্দ্রে', 'গিয়ে')	1	2	0.000246	0.000534	0.000123
('গিয়ে', 'এবং')	1	9	0.000246	0.000532	0.000123
('এবং', 'সংশ্লিষ্টদের')	1	131	0.000243	0.000507	0.000123
('সংশ্লিষ্টদের', 'সাথে')	1	2	0.000246	0.000534	0.000123
('বলে', 'এসব')	1	54	0.000245	0.000522	0.000123
('এসব', 'তথ্য')	2	22	0.000369	0.000936	0.000123
('তথ্য', 'জানা')	1	12	0.000246	0.000531	0.000123
('<s>', 'কয়েকদিনের')	1	0	0.000246	0.000534	0.000123
('কয়েকদিনের', 'মধ্যে')	1	1	0.000246	0.000534	0.000123
('মধ্যে', 'সাগরে')	1	47	0.000245	0.000524	0.000123
('সাগরে', 'যাওয়া')	1	7	0.000246	0.000533	0.000123
('যাওয়া', 'অন্য')	1	12	0.000246	0.000531	0.000123
('অন্য', 'ট্রলারগুলো')	1	8	0.000246	0.000532	0.000123
('ট্রলারগুলো', 'ফিরতে')	2	4	0.000370	0.000943	0.000123
('তখন', 'আরো')	1	17	0.000246	0.000530	0.000123
('আরো', 'বেশী')	1	12	0.000246	0.000531	0.000123
('বেশী', 'ইলিশ')	1	2	0.000246	0.000534	0.000123
('ইলিশ', 'নিয়ে')	1	8	0.000246	0.000532	0.000123
('নিয়ে', 'ট্রলার')	1	70	0.000244	0.000519	0.000123
('ট্রলার', 'গুলো')	2	7	0.000369	0.000942	0.000123
('গুলো', 'ফিরে')	1	3	0.000246	0.000533	0.000123
('ফিরে', 'আসবে')	1	12	0.000246	0.000531	0.000123
('আসবে', 'এমনিই')	1	4	0.000246	0.000533	0.000123
('এমনিই', 'আশা')	1	1	0.000246	0.000534	0.000123
('আশা', 'করছেন')	1	6	0.000246	0.000533	0.000123
('করছেন', 'সংশ্লিষ্টরা')	1	10	0.000246	0.000532	0.000123
('সংশ্লিষ্টরা', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'কক্সবাজারের')	1	0	0.000246	0.000534	0.000123
('কক্সবাজারের', 'নুনিয়াছড়া')	1	2	0.000246	0.000534	0.000123
('নুনিয়াছড়া', 'মৎস্য')	1	1	0.000246	0.000534	0.000123
('অবতরণ', 'কেন্দ্রটিতে')	1	7	0.000246	0.000533	0.000123
('কেন্দ্রটিতে', '৬৫')	1	1	0.000246	0.000534	0.000123
('৬৫', 'দিন')	2	5	0.000370	0.000943	0.000123
('দিন', 'পর্যন্ত')	1	25	0.000246	0.000529	0.000123
('পর্যন্ত', 'ছিলনা')	1	30	0.000246	0.000528	0.000123
('ছিলনা', 'কোন')	1	2	0.000246	0.000534	0.000123
('কোন', 'কোলাহল')	1	38	0.000245	0.000526	0.000123
('কোলাহল', '</s>')	1	1	0.000246	0.000534	0.000123
('এখন', 'মাছ')	1	31	0.000246	0.000527	0.000123
('মাছ', 'নিয়ে')	1	9	0.000246	0.000532	0.000123
('নিয়ে', 'ফিরে')	1	70	0.000244	0.000519	0.000123
('ফিরে', 'আসা')	3	12	0.000492	0.001349	0.000123
('আসা', 'ট্রলার')	2	7	0.000369	0.000942	0.000123
('ট্রলার', 'গুলোর')	1	7	0.000246	0.000533	0.000123
('গুলোর', 'হাক')	1	1	0.000246	0.000534	0.000123
('হাক', 'ডাক')	1	1	0.000246	0.000534	0.000123
('ও', 'বেচাবিক্রিতে')	1	197	0.000241	0.000494	0.000123
('বেচাবিক্রিতে', 'সকাল')	1	1	0.000246	0.000534	0.000123
('সকাল', 'থেকে')	1	8	0.000246	0.000532	0.000123
('থেকে', 'সরগরম')	1	171	0.000241	0.000499	0.000123
('সরগরম', 'হয়ে')	1	1	0.000246	0.000534	0.000123
('হয়ে', 'উঠে')	2	37	0.000368	0.000931	0.000123
('উঠে', 'ফিশারি')	1	9	0.000246	0.000532	0.000123
('ফিশারি', 'ঘাট')	1	2	0.000246	0.000534	0.000123
('ঘাট', 'নামে')	1	2	0.000246	0.000534	0.000123
('পরিচিত', 'এই')	1	7	0.000246	0.000533	0.000123
('এই', 'অবতরন')	1	162	0.000242	0.000501	0.000123
('অবতরন', 'কেন্দ্রটি')	1	1	0.000246	0.000534	0.000123
('কেন্দ্রটি', '</s>')	1	1	0.000246	0.000534	0.000123
('গুলো', 'নিয়ে')	1	3	0.000246	0.000533	0.000123
('নিয়ে', 'আসছে')	1	70	0.000244	0.000519	0.000123
('আসছে', 'মন')	1	3	0.000246	0.000533	0.000123
('মন', 'মন')	1	5	0.000246	0.000533	0.000123
('মন', 'ইলিশ')	1	5	0.000246	0.000533	0.000123
('ইলিশ', '</s>')	2	8	0.000369	0.000942	0.000123
('আসা', 'জেলেরা')	1	7	0.000246	0.000533	0.000123
('জেলেরা', 'জানান')	1	1	0.000246	0.000534	0.000123
(',', 'সাগরে')	1	779	0.000225	0.000405	0.000123
('সাগরে', 'ধরা')	1	7	0.000246	0.000533	0.000123
('শুধু', 'ইলিশই')	1	13	0.000246	0.000531	0.000123
('ইলিশই', 'নয়')	1	1	0.000246	0.000534	0.000123
('নয়', 'এর')	1	29	0.000246	0.000528	0.000123
('সাথে', 'ধরা')	1	40	0.000245	0.000525	0.000123
('পড়ছে', 'রূপচাঁদা')	1	3	0.000246	0.000533	0.000123
('রূপচাঁদা', ',')	1	1	0.000246	0.000534	0.000123
(',', 'লইট্যাসহ')	1	779	0.000225	0.000405	0.000123
('লইট্যাসহ', 'অন্যান্য')	1	1	0.000246	0.000534	0.000123
('অন্যান্য', 'সামুদ্রিক')	1	7	0.000246	0.000533	0.000123
('সামুদ্রিক', 'মাছ')	1	1	0.000246	0.000534	0.000123
('মাছ', '</s>')	2	9	0.000369	0.000941	0.000123
('<s>', 'সাগরে')	1	0	0.000246	0.000534	0.000123
('সাগরে', 'প্রচুর')	2	7	0.000369	0.000942	0.000123
('প্রচুর', 'পরিমান')	1	4	0.000246	0.000533	0.000123
